grafana-1  | logger=settings t=2026-02-09T18:30:39.979541968Z level=info msg="Starting Grafana" version=10.3.3 commit=252761264e22ece57204b327f9130d3b44592c01 branch=HEAD compiled=2026-02-09T18:30:39Z
grafana-1  | logger=context userId=0 orgId=0 uname= t=2026-02-09T19:00:05.119946548Z level=info msg="Request Completed" method=GET path=/api/annotations status=401 remote_addr=192.168.65.1 time_ms=1 duration=1.296708ms size=40 referer="http://localhost:3000/d/zenops-api/zenops-api-performance?orgId=1&refresh=30s" handler=/api/annotations
grafana-1  | logger=tsdb.postgres t=2026-02-09T19:03:01.318941797Z level=error msg="Check health failed" error="pq: SSL is not enabled on the server"
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:03:01.319194505Z level=info msg="Request Completed" method=GET path=/api/datasources/uid/c8c28897-fdbf-4390-b2c6-02b60d0899c1/health status=400 remote_addr=192.168.65.1 time_ms=4 duration=4.8945ms size=67 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/datasources/uid/:uid/health
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:03:44.725363178Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=23 duration=23.260291ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:03:44.731497303Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=5 duration=5.875583ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:03:47.804717013Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=7 duration=7.05325ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=tsdb.postgres t=2026-02-09T19:03:47.805177555Z level=error msg="Check health failed" error="pq: password authentication failed for user \"zenops\""
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:03:47.805372971Z level=info msg="Request Completed" method=GET path=/api/datasources/uid/c8c28897-fdbf-4390-b2c6-02b60d0899c1/health status=400 remote_addr=192.168.65.1 time_ms=6 duration=6.865834ms size=85 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/datasources/uid/:uid/health
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:04:26.98925292Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=39 duration=39.647708ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:04:27.064113586Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=5 duration=5.727708ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=tsdb.postgres t=2026-02-09T19:04:27.06649042Z level=error msg="Check health failed" error="pq: password authentication failed for user \"zenops\""
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:04:27.066651961Z level=info msg="Request Completed" method=GET path=/api/datasources/uid/c8c28897-fdbf-4390-b2c6-02b60d0899c1/health status=400 remote_addr=192.168.65.1 time_ms=6 duration=6.999417ms size=85 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/datasources/uid/:uid/health
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:05:33.253548798Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=29 duration=29.280375ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:05:33.364017673Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=15 duration=15.706208ms size=324 referer=http://localhost:3000/connections/datasources/edit/c8c28897-fdbf-4390-b2c6-02b60d0899c1 handler=/api/ds/query
grafana-1  | logger=cleanup t=2026-02-09T19:09:50.231348958Z level=info msg="Completed cleanup jobs" duration=21.603833ms
grafana-1  | logger=plugins.update.checker t=2026-02-09T19:09:51.353907042Z level=info msg="Update check succeeded" duration=637.860167ms
grafana-1  | logger=grafana.update.checker t=2026-02-09T19:09:51.354328584Z level=info msg="Update check succeeded" duration=637.868708ms
grafana-1  | logger=infra.usagestats t=2026-02-09T19:10:27.247060836Z level=info msg="Usage stats are ready to report"
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:10:39.428581717Z level=info msg="Request Completed" method=GET path=/api/plugins/grafana-llm-app/settings status=404 remote_addr=192.168.65.1 time_ms=1 duration=1.038084ms size=64 referer=http://localhost:3000/explore handler=/api/plugins/:pluginId/settings
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:10:39.430504467Z level=info msg="Request Completed" method=GET path=/api/plugins/grafana-llm-app/settings status=404 remote_addr=192.168.65.1 time_ms=1 duration=1.046042ms size=64 referer=http://localhost:3000/explore handler=/api/plugins/:pluginId/settings
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:12:28.032926253Z level=info msg="Request Completed" method=POST path=/api/ds/query status=400 remote_addr=192.168.65.1 time_ms=20 duration=20.096958ms size=398 referer="http://localhost:3000/explore?orgId=1&schemaVersion=1" handler=/api/ds/query
grafana-1  | logger=cleanup t=2026-02-09T19:19:50.243755083Z level=info msg="Completed cleanup jobs" duration=27.692875ms
grafana-1  | logger=grafana.update.checker t=2026-02-09T19:19:51.062069042Z level=info msg="Update check succeeded" duration=347.267ms
grafana-1  | logger=plugins.update.checker t=2026-02-09T19:19:51.088741917Z level=info msg="Update check succeeded" duration=372.315417ms
grafana-1  | logger=cleanup t=2026-02-09T19:29:50.251261014Z level=info msg="Completed cleanup jobs" duration=36.070791ms
grafana-1  | logger=plugins.update.checker t=2026-02-09T19:29:51.150578208Z level=info msg="Update check succeeded" duration=432.353917ms
grafana-1  | logger=grafana.update.checker t=2026-02-09T19:29:51.152070583Z level=info msg="Update check succeeded" duration=434.054792ms
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:31:05.11510009Z level=error msg="library element could not be found" error="library element could not be found" remote_addr=192.168.65.1 traceID=
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:31:05.115406882Z level=info msg="Request Completed" method=GET path="/api/library-elements/name/Contract Mismatches" status=404 remote_addr=192.168.65.1 time_ms=5 duration=5.090416ms size=61 referer="http://localhost:3000/d/zenops-api/zenops-api-performance?orgId=1&refresh=30s&viewPanel=3" handler=/api/library-elements/name/:name
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:31:05.66045184Z level=info msg="Not found" error="[publicdashboards.notFound] FindByDashboardUid: Public dashboard not found by orgId: 1 and dashboardUid: zenops-api" remote_addr=192.168.65.1 traceID=
grafana-1  | logger=context userId=1 orgId=1 uname=admin t=2026-02-09T19:31:05.66054459Z level=info msg="Request Completed" method=GET path=/api/dashboards/uid/zenops-api/public-dashboards status=404 remote_addr=192.168.65.1 time_ms=5 duration=5.376708ms size=110 referer="http://localhost:3000/d/zenops-api/zenops-api-performance?orgId=1&refresh=30s&viewPanel=3" handler=/api/dashboards/uid/:dashboardUid/public-dashboards
grafana-1  | logger=live t=2026-02-09T19:36:31.728196422Z level=info msg="Initialized channel handler" channel=grafana/dashboard/uid/zenops-database address=grafana/dashboard/uid/zenops-database
grafana-1  | logger=cleanup t=2026-02-09T19:39:50.245531764Z level=info msg="Completed cleanup jobs" duration=28.903583ms
grafana-1  | logger=plugins.update.checker t=2026-02-09T19:39:51.091054125Z level=info msg="Update check succeeded" duration=370.923375ms
grafana-1  | logger=grafana.update.checker t=2026-02-09T19:39:51.098392166Z level=info msg="Update check succeeded" duration=378.868541ms
grafana-1  | logger=infra.usagestats t=2026-02-09T19:40:27.252028461Z level=info msg="Usage stats are ready to report"
